,0
347,"And Abraham answered and said, Behold now, I have taken upon me to speak unto the LORD, which am but dust and ashes"
348,"And he spake unto him yet again, and said, Peradventure there shall be forty found there. And he said, I will not do it for forty's sake. "
349,"And he said unto him, Oh let not the LORD be angry, and I will speak"
350,"And he said, Behold now, I have taken upon me to speak unto the LORD"
351,"And he said, Oh let not the LORD be angry, and I will speak yet but this once"
352,"And the LORD went his way, as soon as he had left communing with Abraham"
353,And there came two angels to Sodom at even; and Lot sat in the gate of Sodom
354,"And he pressed upon them greatly; and they turned in unto him, and entered into his house; and he made them a feast, and did bake unleavened bread, and they did eat. "
355,"But before they lay down, the men of the city, even the men of Sodom, compassed the house round, both old and young, all the people from every quarter"
356,"And Lot went out at the door unto them, and shut the door after him, "
357,"Behold now, I have two daughters which have not known man; let me, I pray you, bring them out unto you, and do ye to them as is good in your eyes"
358,"And they said, Stand back. And they said again, This one fellow came in to sojourn, and he will needs be a judge"
359,"But the men put forth their hand, and pulled Lot into the house to them, and shut to the door. "
360,"And they smote the men that were at the door of the house with blindness, both small and great"
361,"And the men said unto Lot, Hast thou here any besides? son in law, and thy sons, and thy daughters, and whatsoever thou hast in the city, bring them out of this place"
362,"And Lot went out, and spake unto his sons in law, which married his daughters, and said, Up, get you out of this place; for the LORD will destroy this city. But he seemed as one that mocked unto his sons in law. "
363,"And when the morning arose, then the angels hastened Lot, saying, Arise, take thy wife, and thy two daughters, which are here; lest thou be consumed in the iniquity of the city. "
364,"And while he lingered, the men laid hold upon his hand, and upon the hand of his wife, and upon the hand of his two daughters; the LORD being merciful unto him"
365,"And it came to pass, when they had brought them forth abroad, that he said, Escape for thy life; look not behind thee, neither stay thou in all the plain; escape to the mountain, lest thou be consumed. "
366,"And Lot said unto them, Oh, not so, my LORD"
367,"And he said unto him, See, I have accepted thee concerning this thing also, that I will not overthrow this city, for the which thou hast spoken. "
368,"Haste thee, escape thither; for I cannot do anything till thou be come thither. Therefore the name of the city was called Zoar. "
369,The sun was risen upon the earth when Lot entered into Zoar. 
370,Then the LORD rained upon Sodom and upon Gomorrah brimstone and fire from the LORD out of heaven; 
371,"But his wife looked back from behind him, and she became a pillar of salt. "
372,And Abraham gat up early in the morning to the place where he stood before the LORD
373,"And it came to pass, when God destroyed the cities of the plain, that God remembered Abraham, and sent Lot out of the midst of the overthrow, when he overthrew the cities in the which Lot dwelt. "
374,"And Lot went up out of Zoar, and dwelt in the mountain, and his two daughters with him; for he feared to dwell in Zoar"
375,"And the firstborn said unto the younger, Our father is old, and there is not a man in the earth to come in unto us after the manner of all the earth"
376,And they made their father drink wine that night
377,"And it came to pass on the morrow, that the firstborn said unto the younger, Behold, I lay yesternight with my father"
378,And they made their father drink wine that night also
379,Thus were both the daughters of Lot with child by their father. 
380,"And the first born bare a son, and called his name Moab"
381,"And the younger, she also bare a son, and called his name Benammi"
382,"And Abraham journeyed from thence toward the south country, and dwelled between Kadesh and Shur, and sojourned in Gerar. "
383,"And Abraham said of Sarah his wife, She is my sister"
384,"But God came to Abimelech in a dream by night, and said to him, Behold, thou art but a dead man, for the woman which thou hast taken; for she is a man's wife. "
385,But Abimelech had not come near her
386,"And God said unto him in a dream, Yea, I know that thou didst this in the integrity of thy heart; for I also withheld thee from sinning against me"
387,"Now therefore restore the man his wife; for he is a prophet, and he shall pray for thee, and thou shalt live"
388,"Therefore Abimelech rose early in the morning, and called all his servants, and told all these things in their ears"
389,"Then Abimelech called Abraham, and said unto him, What hast thou done unto us? and what have I offended thee, that thou hast brought on me and on my kingdom a great sin? thou hast done deeds unto me that ought not to be done. "
390,"And Abimelech said unto Abraham, What sawest thou, that thou hast done this thing? "
391,"And yet indeed she is my sister; she is the daughter of my father, but not the daughter of my mother; and she became my wife. "
392,"And it came to pass, when God caused me to wander from my father's house, that I said unto her, This is thy kindness which thou shalt shew unto me; at every place whither we shall come, say of me, He is my brother. "
393,"And Abimelech took sheep, and oxen, and menservants, and womenservants, and gave them unto Abraham, and restored him Sarah his wife. "
394,"And Abimelech said, Behold, my land is before thee"
395,"And unto Sarah he said, Behold, I have given thy brother a thousand pieces of silver"
396,So Abraham prayed unto God
397,"For the LORD had fast closed up all the wombs of the house of Abimelech, because of Sarah Abraham's wife. "
398,"And the LORD visited Sarah as he had said, and the LORD did unto Sarah as he had spoken. "
399,"For Sarah conceived, and bare Abraham a son in his old age, at the set time of which God had spoken to him. "
400,"And Abraham called the name of his son that was born unto him, whom Sarah bare to him, Isaac. "
401,"And Abraham circumcised his son Isaac being eight days old, as God had commanded him. "
